ISO_country,Cruise_ID,Latitude,Longitude,Year,Month,Day,Time,WOD_unique,depth(m),qc_flag,Temp,qc_flag,Sal,qc_flag,Oxy,qc_flag,Phos,qc_flag,dum5,qc_flag,Sil,qc_flag,dum7,qc_flag,NO3,qc_flag,pH,qc_flag,dum10,qc_flag,Chl,qc_flag,dum12,qc_flag,dum13,qc_flag,dum14,qc_flag,dum15,qc_flag,dum16,qc_flag,Alk,qc_flag,dum18,qc_flag,dum19,qc_flag,pCO2,qc_flag,DIC,qc_flag,dum22,qc_flag,dum23,qc_flag,BAC,qc_flag,dum25,qc_flag,dum26,qc_flag,dum27,qc_flag,dum28,qc_flag,dum29,qc_flag,dum30,qc_flag,dum31,qc_flag,dum32,qc_flag,Trit,qc_flag,He,qc_flag,dHE3,qc_flag,dC14,qc_flag,dC13,qc_flag,Arg,qc_flag,Neo,qc_flag,CFC11,qc_flag,CFC12,qc_flag,CFC113,qc_flag,O18,qc_flag
US,51363,22.787,-158.053,2017, 1,24,18.02,20418071,6.96,0,,,35.0559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,22.790,-158.050,2017, 1,24,20.90,20418072,4.47,0,,,35.0376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.866,11.291,2017, 1,24,21.83,18230487,0,0,5.21,0,33.25,0,296,0,0.51,0,,,6.0,0,,,3.7,0,,,,,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5427,60.514,27.154,2017, 1,24,,18661910,1.0,0,0,0,,,,,,,,,,,,,,,7.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,22.791,-158.050,2017, 1,25,0.12,20418073,5.37,0,,,35.0362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-67.500,-103.023,2017, 1,25,0.95,18232681,3.17,0,1.6747,0,33.6606,0,344.1,0,1.420,0,,,10.9,0,,,21.8,0,7.7372,0,,,,,,,,,,,,,,,2.3315,0,,,,,,,2.1847,0,,,,,,,3.2,0,,,,,,,,,,,,,,,,,,,,,-89.3,0,1.74,0,,,,,5.8157,0,3.0977,0,,,,
AU,5754,-64.623,115.642,2017, 1,25,2.78,18457112,2.77,0,-0.889,0,33.872,0,339.944,0,1.954,0,,,59.505,0,,,28.313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,22.714,-158.079,2017, 1,25,3.03,20418074,5.27,0,,,35.0510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,22.720,-158.068,2017, 1,25,5.98,20418075,6.56,0,,,35.0844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.685,10.975,2017, 1,25,6.08,18100209,0,0,5.4,0,33.370,0,310,0,0.51,0,,,6.0,0,,,3.6,0,,,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,54.998,10.160,2017, 1,25,8.30,18956714,0.2,0,2.911,0,18.638,0,381,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.356,9.873,2017, 1,25,8.50,18956715,0.0,0,2.433,2,1.069,0,396,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,56.131,11.156,2017, 1,25,8.72,18956716,0.2,0,3.161,0,24.609,0,339,0,-99.99,0,,,-99.99,0,,,-99.99,0,-99.99,0,,,-99.99,0,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,1643,52.982,4.750,2017, 1,25,8.72,18956717,1.0,0,3.74,0,27.1,0,317,0,0.38,0,,,10.7,0,,,15.0,0,8,0,,,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.723,11.335,2017, 1,25,9.33,18100210,0,0,4.44,0,31.400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-68.000,-102.999,2017, 1,25,9.63,18232682,3.46,0,1.1022,0,33.6082,0,345.3,0,1.535,0,,,20.5,0,,,23.4,0,7.7076,0,,,,,,,,,,,,,,,2.3279,0,,,,,,,2.1884,0,,,,,,,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8880,0,3.1509,0,,,,
DK,4638,55.029,10.420,2017, 1,25,9.33,18956718,0.2,0,2.644,0,21.321,0,375,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.339,9.893,2017, 1,25,9.20,18956719,0.0,0,2.581,0,15.907,0,366,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,22.750,-158.001,2017, 1,25,9.30,20418076,5.07,0,,,35.0842,0,212.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,55.094,8.576,2017, 1,25,11.40,18956720,0.2,0,2.557,0,28.245,0,332,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,1643,53.053,5.032,2017, 1,25,11.57,18956721,1.0,0,2.01,0,23.5,0,345,0,0.25,0,,,12.3,0,,,18.8,0,8.27,0,,,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,1592,53.762,14.406,2017, 1,25,11.33,18956722,0.5,0,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.549,11.574,2017, 1,25,12.67,18100211,0,0,3.47,0,28.600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,55.708,10.939,2017, 1,25,12.12,18956723,0.2,0,2.864,0,18.394,0,366,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,55.461,11.170,2017, 1,25,13.45,18956724,0.2,0,2.449,0,16.39,0,335,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.290,11.569,2017, 1,25,15.25,18100212,0,0,3.78,0,28.270,0,336,0,0.53,0,,,6.4,0,,,4.5,0,,,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-68.500,-103.000,2017, 1,25,18.35,18232683,3.56,0,1.1455,0,33.4541,0,338.7,0,1.763,0,,,37.9,0,,,25.8,0,7.6709,0,,,,,,,,,,,,,,,2.3172,0,,,,,,,2.1943,0,,,,,,,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7192,0,3.0998,0,,,,
US,38378,-69.001,-102.994,2017, 1,26,1.95,18232685,2.47,0,-0.2710,0,32.2295,0,350.5,0,1.665,0,,,47.6,0,,,24.7,0,,,,,,,,,,,,,,,,,2.2340,0,,,,,,,2.1193,0,,,,,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-69.001,-102.994,2017, 1,26,1.95,18232684,2.77,0,-0.2058,0,32.2537,0,350.2,0,1.654,0,,,47.7,0,,,24.8,0,7.6713,0,,,,,,,,,,,,,,,2.2375,0,,,,,,,2.1192,0,,,,,,,2.8,0,,,,,,,,,,,,,,,,,,,,,-117.4,0,1.25,0,,,,,6.0010,0,3.2505,0,,,,
DK,4618,57.428,10.814,2017, 1,26,6.00,18100213,0,0,3.65,0,30.320,0,332,0,0.38,0,,,9.1,0,,,5.6,0,,,,,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,51363,21.846,-158.363,2017, 1,26,6.97,20418077,6.86,0,,,34.9919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.522,10.623,2017, 1,26,8.25,18956725,0.1,0,2.324,0,23.843,0,354,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,55.126,9.481,2017, 1,26,8.67,18956726,0.4,0,3.624,0,23.355,0,320,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,55.118,11.587,2017, 1,26,8.08,18956727,0.4,0,2.162,0,10.875,0,366,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.582,10.622,2017, 1,26,9.58,18956728,0.0,0,1.296,0,22.807,0,363,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,55.006,9.683,2017, 1,26,9.68,18956729,0.2,0,3.367,0,22.726,0,335,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,55.311,9.629,2017, 1,26,9.68,18956730,0.1,0,2.844,0,20.896,0,339,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.366,11.338,2017, 1,26,10.92,18100214,0,0,3.39,0,29.950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,55.013,12.233,2017, 1,26,10.07,18956731,0.4,0,1.945,0,10.512,0,378,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4645,56.313,8.257,2017, 1,26,11.03,18956732,0.2,0,3.3,0,0.29,0,383,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4645,56.393,8.152,2017, 1,26,11.80,18956733,0.2,0,2.75,0,1.61,0,390,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,54.837,9.825,2017, 1,26,11.22,18956734,0.2,0,3.842,0,22.323,0,329,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,55.161,12.054,2017, 1,26,11.55,18956735,0.2,0,1.718,0,12.964,0,15,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,54.841,9.486,2017, 1,26,12.77,18956736,0.2,0,3.584,0,21.651,0,311,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,55.183,12.154,2017, 1,26,12.27,18956737,0.4,0,2.746,0,10.047,0,369,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.149,11.451,2017, 1,26,13.25,18100215,0,0,3.32,0,27.910,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.919,11.699,2017, 1,26,15.75,18100216,0,0,3.01,0,24.920,0,342,0,0.50,0,,,7,0,,,4.3,0,,,,,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,5754,-64.951,114.113,2017, 1,26,16.38,18457113,6.44,0,0.839,0,34.073,0,335.935,0,1.861,0,,,53.674,0,,,27.505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-69.505,-102.994,2017, 1,26,16.00,18232686,2.87,0,-0.0495,0,32.4131,0,348.6,0,1.702,0,,,46.7,0,,,24.9,0,7.6675,0,,,,,,,,,,,,,,,2.2469,0,,,,,,,2.1314,0,,,,,,,2.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9934,0,3.2318,0,,,,
US,38378,-69.607,-103.022,2017, 1,26,21.53,18232687,1.88,0,-0.3646,0,32.3403,0,350.6,0,1.733,0,,,49.8,0,,,25.0,0,7.6672,0,,,,,,,,,,,,,,,2.2436,0,,,,,,,2.1311,0,,,,,,,1.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0346,0,3.2664,0,,,,
DK,4618,56.636,11.809,2017, 1,27,6.05,18100217,0,0,3.59,0,27.410,0,345,0,0.50,0,,,5.5,0,,,4.1,0,,,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-69.691,-102.027,2017, 1,27,7.52,18232688,2.57,0,0.3667,0,32.4563,0,345.9,0,1.637,0,,,41.0,0,,,24.5,0,7.6702,0,,,,,,,,,,,,,,,2.2546,0,,,,,,,2.1310,0,,,,,,,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9558,0,3.2108,0,,,,
FI,5421,61.126,20.930,2017, 1,27,8.95,18661911,1.0,0,1.504,0,5.6088,0,405,0,0.50,0,,,46.5,0,,,3.6,0,8.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,5754,-64.474,115.626,2017, 1,27,11.84,18457114,6.73,0,-0.431,0,33.819,0,341.730,0,1.945,0,,,60.078,0,,,28.307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,61.108,20.267,2017, 1,27,11.35,18661912,1.0,0,2.666,0,5.5417,0,388,0,0.47,0,,,47.2,0,,,3.3,0,8.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.448,11.075,2017, 1,27,11.33,18100218,0,0,3.11,0,25.860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.216,10.967,2017, 1,27,13.67,18100219,0,0,2.97,0,21.770,0,354,0,0.58,0,,,9.5,0,,,3.8,0,,,,,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,61.083,19.580,2017, 1,27,14.75,18661913,1.0,0,2.3704,0,5.4814,0,392,0,0.46,0,,,48.6,0,,,3.5,0,7.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,5754,-64.464,115.040,2017, 1,27,16.03,18457115,5.35,0,1.321,0,34.106,0,334.846,0,1.852,0,,,53.882,0,,,27.615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-69.901,-100.670,2017, 1,27,18.07,18232689,2.57,0,-0.1632,0,32.5343,0,348.6,0,1.655,0,,,45.8,0,,,24.8,0,7.6750,0,,,,,,,,,,,,,,,2.2567,0,,,,,,,2.1356,0,,,,,,,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0107,0,3.1982,0,,,,
FI,5421,61.767,20.531,2017, 1,27,21.10,18661914,1.0,0,2.8654,0,5.5526,0,383,0,0.42,0,,,43.8,0,,,2.9,0,7.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,61.984,20.063,2017, 1,27,23.80,18661915,1.0,0,2.4647,0,5.4917,0,392,0,0.45,0,,,44.5,0,,,3.2,0,7.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-70.001,-100.242,2017, 1,27,23.72,18232690,3.07,0,-0.3174,0,32.3543,0,348.9,0,1.630,0,,,44.8,0,,,24.4,0,7.6760,0,,,,,,,,,,,,,,,2.2445,0,,,,,,,2.1278,0,,,,,,,3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9748,0,3.2103,0,,,,
FI,5421,61.984,19.163,2017, 1,28,3.42,18661916,1.0,0,1.9857,0,5.3495,0,392,0,0.48,0,,,50.3,0,,,3.8,0,7.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.353,11.904,2017, 1,28,6.08,18100220,0,0,2.72,0,23.760,0,353,0,0.55,0,,,8,0,,,3.7,0,,,,,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,62.586,19.969,2017, 1,28,8.28,18661917,1.0,0,1.9796,0,5.3676,0,392,0,0.45,0,,,47.2,0,,,3.5,0,7.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.362,12.250,2017, 1,28,10.25,18100221,0,0,2.81,0,25.120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.358,12.553,2017, 1,28,12.53,18100222,0,0,2.42,0,13.720,0,382,0,0.52,0,,,11.3,0,,,4.3,0,,,,,1.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,62.600,20.830,2017, 1,28,13.20,18661918,1.0,0,1.2055,0,5.4873,0,410,0,0.55,0,,,46.2,0,,,4.1,0,8.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.560,12.559,2017, 1,28,15.67,18100223,0,0,2.6,0,17.430,0,380,0,0.54,0,,,9.3,0,,,3.9,0,,,,,1.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.670,12.108,2017, 1,28,19.25,18230490,0,0,3.19,0,26.74,0,327,0,0.46,0,,,6.0,0,,,3.9,0,,,,,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-68.067,-95.000,2017, 1,29,2.75,18232691,3.27,0,1.6050,0,32.9924,0,334.2,0,1.503,0,,,25.6,0,,,22.9,0,7.7020,0,,,,,,,,,,,,,,,2.2841,0,,,,,,,2.1551,0,,,,,,,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,64.700,22.063,2017, 1,29,4.60,18661919,1.0,0,1.3684,0,2.9317,0,410,0,0.08,0,,,82.6,0,,,6.4,0,7.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.214,12.033,2017, 1,29,6.08,18100224,0,0,2.42,0,17.330,0,372,0,0.5,0,,,9.85,0,,,4.3,0,,,,,1.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,64.967,21.863,2017, 1,29,7.43,18661920,1.0,0,0.9754,0,2.8485,0,414,0,0.09,0,,,84.1,0,,,6.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,57.006,12.198,2017, 1,29,9.18,18100225,0,0,2.22,0,14.230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,5754,-64.554,116.643,2017, 1,29,11.33,18457116,6.14,0,0.923,0,34.107,0,339.072,0,1.893,0,,,57.714,0,,,28.204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,5421,65.384,23.463,2017, 1,29,12.70,18661921,1.0,0,0.0653,0,2.8472,0,423,0,0.13,0,,,84.4,0,,,6.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.878,12.264,2017, 1,29,12.83,18100226,0,0,2.5,0,21.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.825,12.219,2017, 1,29,14.25,18100227,0,0,3.34,0,26.910,0,342,0,0.5,0,,,6.1,0,,,4.2,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,5754,-64.322,114.902,2017, 1,30,4.82,18457117,3.96,0,1.701,0,34.071,0,332.580,0,1.841,0,,,53.024,0,,,27.586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.297,10.795,2017, 1,30,7.57,18956738,0.2,0,2.594,0,15.106,0,439,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4618,56.779,11.882,2017, 1,30,8.33,18100228,0,0,3.18,0,27.100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4647,55.375,10.998,2017, 1,30,8.43,18956739,0.2,0,2.446,0,13.537,0,372,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,1640,51.515,4.127,2017, 1,30,8.37,18956740,1.0,0,2.28,0,30.9,0,326,0,0.84,0,,,16.7,0,,,23.0,0,7.99,0,,,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.508,10.862,2017, 1,30,9.45,18956741,0.2,0,2.426,0,14.009,0,366,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4647,55.000,13.300,2017, 1,30,9.40,18956742,0.2,0,3.773,0,7.736,0,357,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4644,56.857,10.792,2017, 1,30,9.43,18956743,0.4,0,3.842,0,27.626,0,317,0,-99.99,0,,,-99.99,0,,,-99.99,0,-99.99,0,,,-99.99,0,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,54.976,12.295,2017, 1,30,9.53,18956744,0.4,0,1.116,0,11.373,0,384,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
