ISO_country,Cruise_ID,Latitude,Longitude,Year,Month,Day,Time,WOD_unique,depth(m),qc_flag,Temp,qc_flag,Sal,qc_flag,Oxy,qc_flag,Phos,qc_flag,dum5,qc_flag,Sil,qc_flag,dum7,qc_flag,NO3,qc_flag,pH,qc_flag,dum10,qc_flag,Chl,qc_flag,dum12,qc_flag,dum13,qc_flag,dum14,qc_flag,dum15,qc_flag,dum16,qc_flag,Alk,qc_flag,dum18,qc_flag,dum19,qc_flag,pCO2,qc_flag,DIC,qc_flag,dum22,qc_flag,dum23,qc_flag,BAC,qc_flag,dum25,qc_flag,dum26,qc_flag,dum27,qc_flag,dum28,qc_flag,dum29,qc_flag,dum30,qc_flag,dum31,qc_flag,dum32,qc_flag,Trit,qc_flag,He,qc_flag,dHE3,qc_flag,dC14,qc_flag,dC13,qc_flag,Arg,qc_flag,Neo,qc_flag,CFC11,qc_flag,CFC12,qc_flag,CFC113,qc_flag,O18,qc_flag
US,38379,-67.832,-68.883,2017, 1, 1,0.68,18232565,1.99,0,2.3138,0,,,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.007858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-23.900,-103.000,2017, 1, 1,1.48,18232566,2.78,0,25.0840,0,36.4002,0,207.9,0,0.298,0,,,0.5,0,,,0,0,8.0204,0,,,,,,,,,,,,,,,2.4590,0,,,,,,,2.1506,0,,,,,,,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6959,0,1.0672,0,,,,
US,38379,-67.743,-69.891,2017, 1, 1,4.02,18232568,2.06,0,0.4388,0,,,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.080112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-26.000,-101.500,2017, 1, 1,4.17,18232567,3.48,0,23.9779,0,36.1673,0,212.0,0,0.208,0,,,0.3,0,,,0,0,8.0093,0,,,,,,,,,,,,,,,2.4412,0,,,,,,,2.1394,0,,,,,,,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7618,0,1.1018,0,,,,
US,38378,-24.500,-102.334,2017, 1, 1,9.07,18232569,2.98,0,24.3057,0,36.1635,0,210.8,0,0.232,0,,,0.4,0,,,0,0,8.0088,0,,,,,,,,,,,,,,,2.4445,0,,,,,,,2.1434,0,,,,,,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7630,0,1.1007,0,,,,
US,38378,-25.001,-101.501,2017, 1, 1,16.58,18232570,2.68,0,24.5712,0,36.2715,0,209.6,0,0.205,0,,,0.4,0,,,0,0,8.0146,0,,,,,,,,,,,,,,,2.4499,0,,,,,,,2.1441,0,,,,,,,2.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7259,0,1.0870,0,,,,
US,38379,-66.382,-74.463,2017, 1, 1,18.02,18232571,2.41,0,1.2513,0,,,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.438306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38379,-66.382,-74.463,2017, 1, 1,19.92,18232572,5.31,0,1.2896,0,33.8422,0,344.4,0,1.68,0,,,37.8,0,,,23.08,0,7.7115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.358456,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-25.500,-101.500,2017, 1, 1,22.50,18232573,3.08,0,24.2359,0,36.2121,0,210.9,0,0.208,0,,,0.5,0,,,0,0,8.0117,0,,,,,,,,,,,,,,,2.4308,0,,,,,,,2.1411,0,,,,,,,3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7540,0,1.0974,0,,,,
DK,4638,55.452,10.567,2017, 1, 2,7.22,18956528,0.1,0,4.633,0,22.647,0,317,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.479,10.519,2017, 1, 2,8.50,18956529,0.1,0,4.643,0,22.348,0,311,0,-99.99,0,,,-99.99,0,,,-99.99,0,-99.99,0,,,-99.99,0,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,1640,51.515,4.127,2017, 1, 2,8.63,18956530,1.0,0,4.41,0,31,0,311,0,1.12,0,,,17.2,0,,,16.7,0,7.87,0,,,0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.297,10.795,2017, 1, 2,9.18,18956531,0.2,0,5.396,0,25.552,0,308,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4639,56.621,9.076,2017, 1, 2,9.13,18956532,0.8,0,4.37,0,25.1,0,317,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-26.500,-101.500,2017, 1, 2,9.75,18232574,3.18,0,24.0739,0,36.2826,0,210.5,0,0.248,0,,,0.4,0,,,0,0,8.0161,0,,,,,,,,,,,,,,,2.4541,0,,,,,,,2.1455,0,,,,,,,3.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7253,0,1.0964,0,,,,
DK,4638,55.508,10.862,2017, 1, 2,10.77,18956533,0.2,0,5.258,0,26.244,0,311,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4639,56.601,8.415,2017, 1, 2,12.22,18956534,0.8,0,5.48,0,30.63,0,302,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4640,55.674,10.090,2017, 1, 2,13.30,18956535,0.2,0,5.475,0,26.178,0,311,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-27.001,-101.499,2017, 1, 2,15.17,18232575,3.48,0,23.7805,0,35.9653,0,212.6,0,0.205,0,,,0.2,0,,,0,0,7.9994,0,,,,,,,,,,,,,,,2.4295,0,,,,,,,2.1303,0,,,,,,,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7737,0,1.1162,0,,,,
NL,1640,51.602,3.720,2017, 1, 2,15.05,18956536,1.0,0,5.98,0,32.5,0,305,0,0.83,0,,,12.6,0,,,13.1,0,7.97,0,,,0.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,1640,51.645,4.097,2017, 1, 2,16.75,18956537,1.0,0,4.79,0,29.9,0,311,0,1.28,0,,,25.9,0,,,19.4,0,7.94,0,,,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-27.500,-101.501,2017, 1, 2,20.53,18232576,2.58,0,23.7228,0,35.8924,0,214.4,0,0.193,0,,,0.3,0,,,0,0,7.9982,0,,,,,,,,,,,,,,,2.4221,0,,,,,,,2.1306,0,,,,,,,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8154,0,1.1301,0,,,,
US,38379,-67.250,-84.231,2017, 1, 2,22.00,18232577,5.99,0,0.7782,0,,,,,,,,,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.045733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-27.999,-101.500,2017, 1, 3,2.18,18232578,3.08,0,23.1273,0,35.5884,0,216.7,0,0.168,0,,,0.4,0,,,0,0,7.9949,0,,,,,,,,,,,,,,,2.3987,0,,,,,,,2.1098,0,,,,,,,3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8624,0,1.1561,0,,,,
DK,4641,54.824,11.041,2017, 1, 3,7.60,18956538,0.4,0,3.685,0,15.51,0,448,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4640,55.851,9.907,2017, 1, 3,8.78,18956539,0.2,0,4.832,0,24.911,0,308,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4639,56.920,8.738,2017, 1, 3,8.67,18956540,0.8,0,4.4,0,25.3,0,325,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4641,54.976,12.295,2017, 1, 3,9.77,18956541,0.4,0,3.355,0,11.224,0,451,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4640,55.844,10.025,2017, 1, 3,9.33,18956542,0.2,0,4.614,0,25.16,0,314,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4639,56.954,9.063,2017, 1, 3,9.93,18956543,0.8,0,4.16,0,27.64,0,325,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-28.500,-102.333,2017, 1, 3,9.67,18232579,3.18,0,23.2328,0,35.8994,0,214.6,0,0.168,0,,,0.4,0,,,0,0,7.9992,0,,,,,,,,,,,,,,,2.4224,0,,,,,,,2.1290,0,,,,,,,3.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8049,0,1.1315,0,,,,
DK,4642,55.889,10.632,2017, 1, 3,10.57,18956544,0.2,0,3.664,0,26.361,0,322,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4640,55.704,9.669,2017, 1, 3,11.78,18956545,0.2,0,5.693,0,25.431,0,299,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-29.096,-103.007,2017, 1, 3,16.83,18232580,2.78,0,22.7435,0,35.3442,0,219.2,0,0.166,0,,,0.3,0,,,0,0,7.9812,0,,,,,,,,,,,,,,,2.3834,0,,,,,,,2.1077,0,,,,,,,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8856,0,1.1809,0,,,,
US,38378,-29.501,-102.999,2017, 1, 3,21.92,18232581,2.68,0,22.9731,0,35.1385,0,219.1,0,0.138,0,,,0.4,0,,,0,0,7.9718,0,,,,,,,,,,,,,,,2.3687,0,,,,,,,2.1034,0,,,,,,,2.7,0,,,,,,,,,,,,,,,,,,,,,45.2,0,0.95,0,,,,,1.9185,0,1.1832,0,,,,
US,38379,-67.250,-84.231,2017, 1, 3,23.58,18232582,5.14,0,0.763,0,33.7107,0,353,0,1.61,0,,,33.1,0,,,22.66,0,7.7156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.188222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38379,-68.290,-95.423,2017, 1, 4,3.50,18232584,5.41,0,-0.0773,0,,,,,,,,,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.461958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-30.000,-103.000,2017, 1, 4,3.65,18232583,2.98,0,22.6547,0,35.2763,0,219.3,0,0.186,0,,,0.5,0,,,0,0,7.9780,0,,,,,,,,,,,,,,,2.3792,0,,,,,,,2.1029,0,,,,,,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9091,0,1.1882,0,,,,
US,38379,-68.290,-95.423,2017, 1, 4,5.58,18232585,5.38,0,0.1972,0,32.8184,0,334.5,0,1.49,0,,,29,0,,,22.65,0,7.708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.434669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,54.995,10.657,2017, 1, 4,7.10,18956546,0.1,0,4.963,0,24.259,0,317,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.040,10.695,2017, 1, 4,7.83,18956547,0.1,0,4.283,0,20.459,0,326,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4638,55.056,10.695,2017, 1, 4,8.62,18956548,0.1,0,5.383,0,25.457,0,305,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,55.338,11.179,2017, 1, 4,8.13,18956549,0.4,0,3.335,0,18.021,0,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,13416,53.780,-5.630,2017, 1, 4,8.00,18956550,2.4,0,10.49,0,34.17,0,,,,,,,,,,,,,,,,,0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,55.248,11.282,2017, 1, 4,9.80,18956551,0.4,0,3.565,0,17.669,0,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4642,56.474,10.211,2017, 1, 4,10.40,18956552,0.2,0,3.556,0,10.159,0,338,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-30.500,-103.000,2017, 1, 4,10.42,18232586,2.48,0,22.2777,0,35.3378,0,219.6,0,0.133,0,,,0.4,0,,,0,0,7.9778,0,,,,,,,,,,,,,,,2.3824,0,,,,,,,2.1081,0,,,,,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8893,0,1.1856,0,,,,
DK,4642,56.470,10.243,2017, 1, 4,11.10,18956553,0.1,0,3.308,0,6.838,0,359,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,13416,53.950,-5.500,2017, 1, 4,15.92,18956554,2.1,0,10.51,0,34.18,0,,,,,,,,,,,,,,,,,0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-31.000,-102.999,2017, 1, 4,18.50,18232587,2.88,0,22.7542,0,35.1403,0,219.7,0,0.169,0,,,0.4,0,,,0,0,7.9730,0,,,,,,,,,,,,,,,2.3695,0,,,,,,,2.0994,0,,,,,,,2.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8942,0,1.1935,0,,,,
GB,13416,54.070,-5.500,2017, 1, 4,18.32,18956555,2.8,0,10.46,0,34.19,0,,,,,,,,,,,,,,,,,0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-31.500,-103.000,2017, 1, 5,0.10,18232588,2.48,0,22.3570,0,34.8556,0,221.2,0,0.164,0,,,0.3,0,,,0.2,0,7.9616,0,,,,,,,,,,,,,,,2.3536,0,,,,,,,2.0942,0,,,,,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9669,0,1.2169,0,,,,
US,38378,-32.000,-102.999,2017, 1, 5,5.80,18232589,3.28,0,21.8757,0,34.9361,0,222.9,0,0.165,0,,,0.3,0,,,0,0,7.9643,0,,,,,,,,,,,,,,,2.3546,0,,,,,,,2.0929,0,,,,,,,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9898,0,1.2286,0,,,,
DK,4641,55.197,11.678,2017, 1, 5,7.60,18956556,0.6,0,1.735,2,13.046,0,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4644,56.663,9.974,2017, 1, 5,9.37,18956557,0.8,0,3.84,0,16.281,0,323,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4643,55.197,11.350,2017, 1, 5,9.98,18956558,0.6,0,1.436,0,18.89,0,,,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4645,56.313,8.257,2017, 1, 5,10.65,18956559,0.2,0,2.75,0,0.71,0,387,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,55.250,9.533,2017, 1, 5,10.60,18956560,0.2,0,0.634,2,12.754,0,317,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4644,56.708,10.166,2017, 1, 5,11.98,18956561,0.6,0,2.051,0,18.849,0,348,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4645,56.393,8.152,2017, 1, 5,11.58,18956562,0.2,0,0.35,0,2.68,0,392,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-32.500,-103.000,2017, 1, 5,11.52,18232590,2.98,0,21.9012,0,34.8686,0,222.5,0,0.168,0,,,0.2,0,,,0,0,7.9603,0,,,,,,,,,,,,,,,2.3521,0,,,,,,,2.0947,0,,,,,,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9743,0,1.2290,0,,,,
US,38379,-69.666,-109.078,2017, 1, 5,16.75,18232591,2.52,0,-0.2416,0,,,,,,,,,,,,,,,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.547322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-33.001,-102.999,2017, 1, 5,17.22,18232592,3.08,0,21.6092,0,34.7215,0,225.2,0,0.162,0,,,0.3,0,,,0,0,7.9559,0,,,,,,,,,,,,,,,2.3416,0,,,,,,,2.0872,0,,,,,,,3.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0404,0,1.2576,0,,,,
US,38379,-69.666,-109.078,2017, 1, 5,18.23,18232593,5.03,0,-0.2217,0,33.1979,0,351.7,0,1.85,0,,,58.2,0,,,26.36,0,7.6592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.076661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-33.501,-102.999,2017, 1, 5,23.37,18232594,2.88,0,21.2724,0,34.3468,0,228.8,0,0.184,0,,,0.2,0,,,0,0,7.9509,0,,,,,,,,,,,,,,,2.3248,0,,,,,,,2.0765,0,,,,,,,2.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0727,0,1.2768,0,,,,
US,49481,32.957,-117.307,2017, 1, 6,2.30,19750346,0.99,0,15.12,0,33.308,0,252,0,0.32,0,,,1.5,0,,,0,0,,,,,1.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,49481,32.952,-117.288,2017, 1, 6,3.87,19750347,0.99,0,15.29,0,33.314,0,251,0,0.35,0,,,1.3,0,,,0.10,0,,,,,0.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-34.000,-103.000,2017, 1, 6,5.25,18232595,3.47,0,21.3447,0,34.6124,0,225.8,0,0.166,0,,,0.3,0,,,0,0,7.9518,0,,,,,,,,,,,,,,,2.3352,0,,,,,,,2.0771,0,,,,,,,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0611,0,1.2663,0,,,,
US,49481,33.232,-117.473,2017, 1, 6,6.37,19750348,1.99,0,15.00,0,33.271,0,254,0,0.31,0,,,1.8,0,,,0.10,0,,,,,1.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,49481,32.907,-117.395,2017, 1, 6,8.97,19750349,1.99,0,15.38,0,33.343,0,250,0,0.29,0,,,1.4,0,,,0.10,0,,,,,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4647,55.000,13.300,2017, 1, 6,11.12,18956563,0.2,0,4.584,0,8.348,0,369,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,4646,54.925,9.628,2017, 1, 6,11.32,18956564,0.6,0,1.185,0,17.81,0,343,0,-99.99,0,,,-99.99,0,,,-99.99,0,,,,,-99.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,49481,32.845,-117.535,2017, 1, 6,11.63,19750350,1.99,0,15.33,0,33.340,0,251,0,0.30,0,,,1.2,0,,,0,0,,,,,0.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-34.500,-103.000,2017, 1, 6,11.00,18232596,6.95,0,21.1418,0,34.4037,0,227.9,0,0.197,0,,,0.2,0,,,0,0,7.9497,0,,,,,,,,,,,,,,,2.3264,0,,,,,,,2.0804,0,,,,,,,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0850,0,1.2875,0,,,,
GB,13417,54.057,-6.161,2017, 1, 6,12.50,18956565,1.0,0,6.63,0,33.39,0,299,0,,,,,,,,,,,8.09,0,,,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,49481,32.677,-117.875,2017, 1, 6,15.27,19750351,1.99,0,15.73,0,33.397,0,246,0,0.29,0,,,0.9,0,,,0,0,,,,,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-35.000,-103.000,2017, 1, 6,17.78,18232597,3.18,0,20.6171,0,33.9625,0,232.2,0,0.322,0,,,0.2,0,,,1.3,0,7.9324,0,,,,,,,,,,,,,,,2.3016,0,,,,,,,2.0660,0,,,,,,,3.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1603,0,1.3220,0,,,,
US,49481,32.513,-118.195,2017, 1, 6,19.08,19750352,1.99,0,15.96,0,33.387,0,246,0,0.27,0,,,0.6,0,,,0.10,0,,,,,0.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,49481,32.343,-118.555,2017, 1, 6,23.00,19750353,1.99,0,16.11,0,33.397,0,247,0,0.28,0,,,0.5,0,,,0.10,0,,,,,0.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-35.501,-103.003,2017, 1, 6,23.52,18232598,3.18,0,21.3122,0,34.0336,0,232.4,0,0.316,0,,,0.2,0,,,1.2,0,7.9347,0,,,,,,,,,,,,,,,2.2996,0,,,,,,,2.0730,0,,,,,,,3.2,0,,,,,,,,,,,,,,,,,,,,,36.3,0,1.41,0,,,,,2.1954,0,1.3404,0,,,,
US,49481,32.173,-118.893,2017, 1, 7,2.55,19750354,1.99,0,15.77,0,33.377,0,247,0,0.28,0,,,0.6,0,,,0.10,0,,,,,0.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,38378,-36.000,-103.000,2017, 1, 7,5.30,18232599,3.38,0,19.7393,0,34.0657,0,235.0,0,0.301,0,,,0.2,0,,,1.2,0,7.9323,0,,,,,,,,,,,,,,,2.2990,0,,,,,,,2.0730,0,,,,,,,3.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2294,0,1.3639,0,,,,
US,49481,32.010,-119.227,2017, 1, 7,6.15,19750355,0.99,0,16.22,0,33.371,0,245,0,0.32,0,,,0.98,0,,,0.10,0,,,,,0.20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
